,model,accuracy_score,f1_score,precision_score,recall_score
0,GNB,0.7526,0.7726520860136004,0.7147228833730024,0.8408
0,GNB,0.7526,0.7726520860136004,0.7147228833730024,0.8408
0,RF,0.77525,0.7814885032327062,0.7603821776558509,0.8038
